,Unnamed: 0,Unnamed: 0.1,country,totalCases,newCases,totalDeaths,newDeaths,totalRecovered,activeCases,seriousCritical,casesPerMil,deathsPerMil,totalTests,testsPerMil,population,alpha2,latitude,longitude
173,173,198,Myanmar,353.0,2.0,6.0,0.0,294.0,53.0,0.0,6.0,0.1,112381.0,2064.0,54438429.0,PF,17.1750495,95.9999652
174,174,201,Mauritius,344.0,0.0,10.0,0.0,332.0,2.0,0.0,270.0,8.0,205285.0,161395.0,1271939.0,BZ,-20.2759451,57.5703566
175,175,202,Isle of Man,336.0,0.0,24.0,0.0,312.0,0.0,0.0,3950.0,282.0,8137.0,95652.0,85069.0,MO,54.1936805,-4.5591148
176,176,204,Gambia,326.0,0.0,8.0,0.0,66.0,252.0,0.0,135.0,3.0,4515.0,1865.0,2421264.0,FJ,13.470062,-15.4900464
177,177,205,Mongolia,291.0,0.0,0.0,0.0,225.0,66.0,4.0,89.0,0.0,35228.0,10733.0,3282189.0,LC,46.8250388,103.8499736
178,178,206,Martinique,269.0,0.0,15.0,0.0,98.0,156.0,4.0,717.0,40.0,12227.0,32584.0,375241.0,TL,,
179,179,207,Eritrea,265.0,0.0,0.0,0.0,191.0,74.0,0.0,75.0,0.0,0.0,0.0,3550102.0,GD,15.9500319,37.9999668
180,180,208,Guadeloupe,244.0,0.0,14.0,0.0,176.0,54.0,3.0,610.0,35.0,15235.0,38075.0,400130.0,NC,,
181,181,210,Dominica,18.0,0.0,0.0,0.0,18.0,0.0,0.0,250.0,0.0,1005.0,13959.0,71999.0,DM,19.0974031,-70.3028026
182,182,211,Faeroe Islands,220.0,0.0,0.0,0.0,188.0,32.0,2.0,4501.0,0.0,36547.0,747719.0,48878.0,KN,62.0448724,-7.0322972
183,183,212,Cayman Islands,203.0,0.0,1.0,0.0,202.0,0.0,0.0,3086.0,15.0,29679.0,451179.0,65781.0,GL,19.5417212,-80.5667132
184,184,214,Gibraltar,186.0,0.0,0.0,0.0,180.0,6.0,0.0,5521.0,0.0,20424.0,606233.0,33690.0,MS,36.10674695,-5.335277183483561
185,185,217,Bermuda,156.0,0.0,9.0,0.0,141.0,6.0,0.0,2506.0,145.0,20962.0,336690.0,62259.0,EH,32.321343049999996,-64.76650781037753
186,186,222,Trinidad and Tobago,156.0,0.0,8.0,0.0,128.0,20.0,0.0,111.0,6.0,6955.0,4968.0,1399851.0,AI,10.8677845,-60.9821067
187,187,230,Total:,16690181.0,54254.0,657513.0,1430.0,10275318.0,48836.0,5757350.0,66553.0,2141.2,84.4,0.0,0.0,,,
